file,id,session,stimulus,scr,block
all_data/scr01/05_emot_SCR_era.txt,05,emot,1201,0.0205,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,5390,0.0166,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,6520,0.0273,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,2487,0.0066,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,2102,0.0058,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,7175,0.011,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,7185,0.007,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,9490,0.0222,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,2683,0.0128,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,9584,0.0092,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,3350,0.0183,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,9183,0.0059,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,2374,0.0081,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,2384,0.0107,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,7165,7e-4,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,3022,0.0232,1
all_data/scr01/05_emot_SCR_era.txt,05,emot,3350,0.0299,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,2102,0.0103,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,5726,0.0097,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,9183,0.0223,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,2683,0.0115,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,7165,0.0018,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,7175,0.0093,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,3022,0.0197,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,9584,0.0073,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,7185,0.0188,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,2374,0.0117,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,1850,0.0079,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,3063,0.0345,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,2384,0.0015,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,9253,0.0179,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,2487,0.0042,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,5390,0.005,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,6520,0.0171,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,1201,0.0113,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,9490,0.0225,2
all_data/scr01/05_emot_SCR_era.txt,05,emot,2102,0.0064,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,3022,0.0215,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,7165,0.0027,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,7185,0.0123,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,1850,0.0064,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,1201,0.006,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,5726,0.0021,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,2487,0.0075,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,2384,0,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,9253,0.0072,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,7175,0.0018,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,9490,0.0095,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,2374,0,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,3350,0.01,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,2683,0.0016,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,6520,0.0213,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,5390,0.0081,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,9584,0.006,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,3063,0.0083,3
all_data/scr01/05_emot_SCR_era.txt,05,emot,9183,0.0021,3
all_data/scr01/05_recall_SCR_era.txt,05,recall,9043,0.0298,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,7175,0.03,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,9040,0.0065,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,6561,0.0027,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,7026,0.0087,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,2384,0.0192,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,9584,0.0403,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,2981,0.0126,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,2374,0.0186,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,3060,0.0241,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,7000,0.0011,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,3103,0.0014,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,7165,0.0135,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,7185,0.0168,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,3022,0.0116,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,3350,0.0189,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,7025,7e-4,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,2514,0.0243,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,9490,0.0048,1
all_data/scr01/05_recall_SCR_era.txt,05,recall,1201,0.0118,1
